Age,Gender,Country,Occupation,Marital Status,Daily Social Media Time (hrs),Daily Entertainment Time (hrs),Daily Messaging Time (hrs),Daily Video Content Time (hrs),Daily Gaming Time (hrs),Primary Platform,Screen Time (hrs),Device Type,Internet Speed (Mbps),Data Plan Used,Social Media Fatigue Level (scale 1-10),Digital Well-being Awareness,Tech Savviness Level (scale 1-10),Average Sleep Time (hrs),Sleep Quality (scale 1-10),Social Isolation Feeling (scale 1-10),Physical Activity Time (hrs),Monthly Income (USD),Monthly Expenditure on Entertainment (USD),Subscription Platforms,Preferred Content Type,Primary Social Media Goal,Preferred Entertainment Platform,Time Spent in Online Communities (hrs),News Consumption Time (hrs)
17,Male,Australia,Unemployed,Divorced,3.6,5.45,4.08,3.38,3.93,TikTok,3.77,Smartphone,91.63,Unlimited,5,High,2,4.61,1,1,2.73,5233.1,285.89,5,News,Networking,YouTube,3.98,2.6
40,Other,Germany,Unemployed,Single,7.88,7.18,3.54,1.69,2.61,YouTube,10.65,Smartphone,24.67,10GB,1,Moderate,2,7.94,6,8,2.95,4875.23,136.73,4,News,News,YouTube,1.79,1.4
34,Other,Germany,Unemployed,Married,1.99,1.7,1.29,2.05,0.26,Facebook,9.53,Tablet,73.45,50GB,2,Low,3,8.42,2,9,2.78,5992.72,205.03,2,Series,Education,Amazon Prime,1.81,0.17
64,Male,Canada,Retired,Single,3.51,2.43,2.18,1.93,2.73,Twitter,6.44,PC,93.43,10GB,4,Moderate,6,6.23,5,5,0.72,6279.54,395.29,4,Movies,Networking,Amazon Prime,3.15,2.32
18,Other,Canada,Unemployed,Widowed,6.68,2.61,2.73,6.86,4.73,Instagram,4.99,Tablet,63.77,10GB,5,High,3,6.97,9,9,1.03,8517.59,112.19,0,Series,Networking,Spotify,0.79,2.69
33,Male,USA,Retired,Widowed,4.58,10.0,4.59,3.26,3.25,TikTok,11.62,Tablet,15.07,10GB,5,Low,7,4.74,8,7,0.07,2503.48,215.75,3,News,Networking,Netflix,3.36,1.71
63,Female,Canada,Unemployed,Widowed,2.85,5.14,3.74,2.1,1.95,YouTube,5.96,Tablet,57.15,10GB,8,Moderate,1,7.83,5,7,2.73,8546.54,305.85,1,Short Videos,Networking,Netflix,3.67,1.35
58,Male,India,Unemployed,Widowed,3.61,6.99,1.97,3.63,4.63,Twitter,4.58,Smartphone,74.74,50GB,2,High,4,5.34,5,2,0.15,5228.49,499.9,2,Short Videos,News,Netflix,2.15,1.24
55,Other,UK,Unemployed,Divorced,3.41,5.22,3.39,1.57,1.41,YouTube,5.18,Tablet,75.68,50GB,1,High,3,4.56,2,7,0.34,5108.37,364.99,3,News,Networking,Amazon Prime,1.48,0.41
26,Female,USA,Professional,Married,4.89,5.27,2.41,3.3,2.69,YouTube,5.76,PC,87.76,Unlimited,6,Low,5,5.19,9,4,0.01,3686.43,391.44,3,Short Videos,News,Amazon Prime,2.95,0.19
21,Male,India,Unemployed,Married,2.1,9.33,2.15,3.87,2.88,Facebook,5.59,Smartphone,96.19,Unlimited,7,High,5,8.31,1,7,2.98,1513.28,473.97,0,Series,Networking,Amazon Prime,0.53,0.34
47,Other,Australia,Retired,Widowed,2.36,1.19,1.25,4.01,1.97,YouTube,6.43,Smartphone,66.34,10GB,8,Low,7,6.9,1,7,0.18,5903.13,440.55,2,Movies,Education,Amazon Prime,2.4,0.41
61,Other,Australia,Retired,Single,5.56,5.89,1.26,0.5,4.31,Twitter,10.42,Tablet,64.58,10GB,4,Low,8,6.45,9,6,0.91,2119.3,460.92,3,Series,Education,Netflix,0.04,2.6
41,Other,Germany,Retired,Widowed,0.99,9.29,3.18,2.79,3.84,Instagram,8.6,Smartphone,47.72,10GB,6,High,2,4.83,2,7,0.96,3673.86,198.63,1,Short Videos,Education,Amazon Prime,3.22,2.87
42,Female,UK,Professional,Married,3.18,5.6,4.3,6.77,3.56,Instagram,6.45,Tablet,30.5,10GB,7,Moderate,2,8.16,1,7,1.34,7222.13,98.06,1,News,News,YouTube,0.44,2.52
27,Male,Australia,Unemployed,Widowed,4.11,5.75,4.19,1.81,4.28,Facebook,10.31,Smartphone,6.21,10GB,4,Low,9,4.17,6,8,0.82,9485.45,313.27,4,News,News,YouTube,1.28,0.38
53,Male,Germany,Retired,Single,4.17,2.95,0.73,6.76,0.37,Twitter,3.25,PC,18.34,10GB,6,Moderate,8,6.2,8,8,0.18,8497.56,437.99,2,Movies,Education,Spotify,1.15,2.01
22,Female,UK,Retired,Married,2.38,9.1,0.57,2.42,3.93,Facebook,8.88,Smartphone,53.54,Unlimited,9,High,7,7.69,9,3,2.68,5839.92,432.06,4,Movies,Networking,Netflix,3.25,1.61
29,Male,Germany,Student,Widowed,2.73,9.36,1.23,2.01,0.44,Facebook,9.05,Smartphone,26.56,Unlimited,5,High,5,5.97,4,9,1.9,1736.92,315.55,0,Series,Education,Amazon Prime,3.09,2.95
35,Female,Canada,Unemployed,Divorced,7.72,5.13,3.07,5.69,2.62,Twitter,11.18,Tablet,18.97,Unlimited,2,Low,7,7.11,5,7,2.33,1228.98,72.66,1,Series,Education,YouTube,3.5,0.09
39,Female,USA,Unemployed,Divorced,5.78,9.28,3.63,2.75,3.34,Facebook,4.47,Tablet,63.35,Unlimited,7,Moderate,6,7.97,9,3,0.77,1548.04,194.09,3,Movies,Networking,Spotify,1.06,0.48
25,Female,UK,Student,Single,5.99,8.05,4.81,5.77,4.75,Twitter,4.95,PC,94.25,50GB,6,Low,7,6.83,3,6,2.37,9648.35,380.04,4,Series,Entertainment,Netflix,2.49,0.26
18,Male,Canada,Professional,Widowed,7.9,2.59,3.61,6.6,1.0,Twitter,4.01,PC,44.25,50GB,2,Low,9,7.06,6,8,2.23,4365.18,93.29,0,Short Videos,Entertainment,Netflix,1.94,0.32
44,Male,Germany,Professional,Widowed,2.8,5.0,3.16,0.99,4.14,Instagram,7.03,Tablet,48.96,Unlimited,7,Moderate,3,7.31,8,8,0.31,1349.9,382.23,4,Series,News,YouTube,1.44,1.09
28,Male,Germany,Student,Widowed,6.87,4.51,3.95,1.86,0.17,Instagram,2.2,Smartphone,26.65,10GB,5,Moderate,7,6.61,9,6,1.36,9847.11,325.04,2,Series,Entertainment,YouTube,1.58,1.15
43,Male,India,Student,Divorced,7.12,9.77,4.75,2.85,3.73,TikTok,10.02,Tablet,72.97,10GB,7,Moderate,6,6.66,8,2,1.68,2178.45,378.6,5,Movies,Networking,YouTube,2.99,1.2
21,Other,USA,Professional,Single,2.55,8.79,3.75,0.64,4.2,TikTok,7.01,PC,17.44,10GB,6,Moderate,8,5.63,6,7,2.83,6220.46,267.79,1,News,News,Amazon Prime,0.28,2.59
38,Female,Australia,Unemployed,Divorced,5.63,3.76,2.9,0.63,3.13,YouTube,7.29,Tablet,15.59,Unlimited,4,Low,2,7.83,2,5,1.47,7498.4,435.74,3,Short Videos,Entertainment,YouTube,1.75,1.74
40,Other,Germany,Student,Single,6.1,9.79,1.27,6.3,3.81,YouTube,2.41,Tablet,44.6,10GB,3,High,2,6.6,8,6,2.14,2116.44,383.81,2,News,Entertainment,Netflix,0.54,2.48
15,Female,India,Student,Divorced,7.05,6.46,0.6,5.73,2.95,YouTube,10.2,Tablet,90.76,10GB,6,High,4,6.95,6,8,2.27,2990.19,68.78,3,News,Entertainment,Spotify,1.18,1.75
30,Female,Australia,Student,Widowed,7.73,7.8,4.61,3.67,1.26,Facebook,11.58,Tablet,52.27,50GB,9,High,8,7.92,8,1,1.49,5837.01,308.64,0,Series,Networking,YouTube,0.16,1.8
19,Female,UK,Unemployed,Divorced,7.32,7.99,1.23,0.62,3.48,TikTok,8.7,Smartphone,15.98,10GB,4,High,3,5.25,6,7,2.67,1083.29,463.69,0,Movies,Entertainment,YouTube,1.62,2.52
16,Other,UK,Student,Divorced,2.22,9.87,0.75,2.91,2.75,Facebook,6.05,PC,61.5,Unlimited,2,Moderate,5,6.87,2,1,2.02,5412.99,343.07,5,Movies,Entertainment,YouTube,3.84,2.13
64,Other,Canada,Retired,Divorced,4.34,1.45,3.85,1.4,3.53,Instagram,10.32,Smartphone,64.08,10GB,6,Low,1,7.57,7,8,2.41,8137.1,428.81,1,Movies,Education,Amazon Prime,0.36,1.44
29,Female,Australia,Student,Married,5.75,2.97,2.13,2.7,4.68,TikTok,8.76,Smartphone,85.64,50GB,5,High,2,4.05,7,5,0.06,4211.64,96.38,4,Short Videos,Education,Amazon Prime,1.88,0.64
55,Male,Canada,Retired,Married,1.71,5.65,2.09,5.94,4.22,Instagram,2.02,Tablet,82.97,50GB,5,High,7,7.06,9,2,1.09,8974.78,110.11,1,Series,Entertainment,YouTube,0.21,1.18
26,Male,Australia,Professional,Single,7.96,1.43,0.78,4.95,4.63,Facebook,5.8,PC,14.45,10GB,3,Low,2,8.48,8,6,0.02,3680.44,320.21,4,Series,Education,YouTube,1.89,1.98
48,Other,UK,Professional,Divorced,6.68,8.86,3.87,5.85,2.5,YouTube,3.68,PC,53.92,50GB,5,Low,4,6.22,1,5,2.37,802.4,265.31,2,Short Videos,News,YouTube,2.67,2.26
52,Male,Australia,Student,Widowed,6.53,4.87,0.89,1.73,1.58,TikTok,6.23,PC,45.6,50GB,2,Moderate,1,7.55,5,2,0.66,5840.67,60.94,3,Series,Networking,Spotify,3.63,2.97
43,Female,Australia,Retired,Single,1.61,1.74,3.28,6.57,2.53,Twitter,2.5,PC,58.87,10GB,8,Moderate,7,6.93,1,1,2.45,3655.21,39.79,5,News,Education,YouTube,2.07,1.16
37,Female,India,Student,Single,1.58,2.12,3.51,1.07,2.53,Facebook,9.69,Tablet,17.02,50GB,3,Moderate,4,5.49,4,9,1.6,8705.94,124.69,3,News,Entertainment,Netflix,3.32,0.78
34,Other,USA,Unemployed,Widowed,3.15,9.04,3.59,5.59,2.51,Facebook,2.04,PC,27.22,Unlimited,1,High,4,6.25,9,5,2.75,1151.95,113.65,1,Series,Education,Amazon Prime,1.27,0.14
31,Male,UK,Unemployed,Divorced,3.82,1.8,2.59,2.67,4.63,TikTok,5.07,PC,45.52,50GB,7,Moderate,3,7.33,6,9,1.0,9308.98,161.92,4,News,Networking,Spotify,2.8,1.53
61,Other,USA,Professional,Married,1.97,6.72,3.99,6.9,4.24,Facebook,9.47,Tablet,37.3,10GB,2,Low,3,8.7,8,2,1.12,6135.15,390.87,0,Movies,Entertainment,Netflix,1.6,2.99
56,Male,UK,Unemployed,Married,4.8,6.6,3.55,3.15,1.07,Instagram,2.05,Smartphone,52.7,50GB,5,Low,2,4.27,9,7,1.84,6077.48,93.91,4,News,News,Spotify,2.8,1.39
63,Other,India,Professional,Married,5.52,8.63,3.21,6.36,0.44,Facebook,5.89,PC,43.8,10GB,2,Moderate,8,7.33,8,3,0.84,5423.35,338.04,0,Series,News,Spotify,1.17,1.32
19,Other,Australia,Unemployed,Married,3.07,2.76,4.88,4.03,2.52,Facebook,7.02,Tablet,88.84,10GB,6,Low,3,7.98,3,8,1.93,3350.7,341.83,2,Short Videos,Education,Netflix,1.94,2.0
51,Female,India,Retired,Married,7.93,5.18,2.44,4.11,2.4,Facebook,3.3,Smartphone,16.27,50GB,2,Low,8,7.38,2,2,1.47,6402.07,351.82,2,Short Videos,News,Amazon Prime,2.62,2.98
61,Male,Canada,Retired,Divorced,2.85,5.87,3.5,4.41,0.7,Twitter,6.75,Tablet,19.68,Unlimited,2,Low,9,7.85,3,5,0.78,9166.97,2.87,1,Short Videos,Entertainment,YouTube,2.55,1.85
22,Male,Australia,Retired,Widowed,1.46,2.25,3.78,3.52,3.61,YouTube,8.34,Tablet,89.14,Unlimited,3,Low,1,4.11,4,8,1.65,8857.12,201.8,1,Short Videos,Networking,Netflix,0.77,1.3
16,Other,India,Professional,Married,4.85,7.7,4.07,5.87,1.71,Facebook,10.53,PC,6.91,10GB,9,High,5,5.86,7,8,1.61,8405.61,29.91,5,Short Videos,Entertainment,Netflix,3.49,0.44
51,Other,USA,Professional,Married,3.03,3.25,4.59,1.49,0.48,Facebook,6.48,PC,48.42,50GB,5,High,3,4.02,6,6,2.09,6735.4,154.67,1,Movies,Networking,Spotify,0.7,0.73
42,Other,Germany,Student,Married,5.55,2.55,1.76,3.97,3.42,Twitter,2.26,PC,33.6,10GB,7,Moderate,5,6.36,5,9,1.34,1166.09,258.05,1,Short Videos,News,Netflix,0.03,1.9
56,Male,Australia,Unemployed,Single,5.81,1.2,2.33,3.88,3.92,TikTok,9.01,Smartphone,75.07,10GB,9,Low,9,7.31,8,1,2.1,6318.46,119.75,0,Series,Networking,Netflix,1.18,0.67
20,Female,Canada,Professional,Divorced,2.46,3.73,3.54,4.01,3.36,YouTube,4.9,Tablet,11.47,50GB,6,Moderate,6,6.73,9,5,2.43,2051.02,334.66,4,Series,News,Spotify,2.63,1.09
54,Female,India,Professional,Widowed,1.24,0.79,1.63,0.91,2.96,YouTube,11.9,Smartphone,69.61,10GB,6,Moderate,4,7.14,4,5,2.76,2309.41,181.23,1,News,Entertainment,Amazon Prime,1.94,2.7
23,Male,Canada,Student,Single,6.58,0.72,3.43,5.2,3.63,YouTube,5.11,PC,7.26,10GB,5,Low,5,5.64,9,2,2.19,7990.09,277.96,1,Movies,News,Netflix,3.14,1.55
21,Other,Germany,Unemployed,Widowed,4.98,9.58,3.86,2.23,4.45,TikTok,5.0,PC,58.96,Unlimited,5,Low,2,8.23,1,3,2.67,4557.6,376.3,3,News,Education,Amazon Prime,3.86,0.91
21,Male,Canada,Student,Divorced,1.07,1.55,1.07,1.1,1.2,Facebook,5.02,Tablet,69.51,50GB,2,Moderate,8,8.55,4,7,1.55,7878.9,191.49,5,Series,Networking,Spotify,0.34,1.15
55,Other,UK,Retired,Widowed,7.8,6.0,4.29,0.7,2.4,Instagram,7.59,Tablet,37.47,50GB,7,High,4,7.1,7,1,0.72,5094.6,398.93,5,Series,Networking,Spotify,2.88,2.07
47,Female,UK,Professional,Divorced,6.96,2.34,0.22,4.7,3.18,TikTok,11.54,PC,67.88,50GB,6,Moderate,1,4.17,8,9,2.34,3643.62,135.02,2,News,Entertainment,Spotify,3.22,0.88
40,Other,UK,Retired,Married,4.43,4.68,1.78,4.39,2.5,Instagram,8.89,PC,71.9,50GB,3,Low,3,4.98,8,6,0.09,876.64,474.31,4,Short Videos,Entertainment,Netflix,1.13,1.92
31,Other,USA,Student,Married,5.7,9.73,4.22,1.46,0.01,Instagram,10.65,PC,33.4,50GB,6,Low,1,5.15,2,2,1.69,6007.85,485.62,5,Short Videos,Education,YouTube,0.5,1.06
58,Female,Canada,Retired,Divorced,2.93,6.57,4.15,2.63,4.58,Instagram,11.5,PC,74.4,Unlimited,5,High,1,6.17,9,7,1.17,4716.6,453.99,3,Short Videos,Education,Netflix,2.81,0.4
33,Female,Canada,Student,Single,4.46,3.23,0.65,5.31,0.51,TikTok,3.89,Tablet,26.45,Unlimited,2,Moderate,8,7.32,6,9,2.09,2000.54,214.25,5,Short Videos,News,Netflix,1.99,2.91
55,Female,UK,Student,Married,0.6,1.48,0.24,3.14,3.32,Instagram,10.38,PC,67.47,10GB,6,High,6,4.83,2,3,2.49,4249.45,242.27,0,News,News,Spotify,1.71,0.21
35,Other,Australia,Unemployed,Divorced,0.79,6.07,4.28,5.92,2.19,Twitter,9.19,Tablet,76.14,10GB,4,High,2,6.83,4,3,1.12,1774.04,222.33,5,News,Networking,YouTube,0.39,2.97
32,Female,Canada,Retired,Widowed,3.64,9.96,3.56,4.93,1.88,YouTube,5.67,Tablet,89.81,10GB,2,Low,5,4.44,5,5,0.38,6649.27,412.38,3,Movies,Entertainment,Spotify,2.78,2.19
37,Female,Australia,Retired,Married,6.3,2.53,1.31,4.34,1.03,Facebook,2.48,Tablet,97.96,10GB,7,Low,7,4.66,4,7,0.06,6055.81,150.82,4,Series,Education,Amazon Prime,2.24,0.67
28,Other,India,Student,Widowed,7.97,4.89,4.26,5.02,4.78,TikTok,6.85,Tablet,86.91,50GB,6,Moderate,7,7.86,3,8,2.13,3519.44,80.64,0,Short Videos,News,Spotify,2.26,2.47
51,Female,Australia,Professional,Widowed,7.3,6.52,0.48,4.82,2.88,TikTok,10.04,PC,15.78,10GB,1,Moderate,5,6.38,1,1,2.76,3075.85,494.01,1,Series,News,Netflix,0.1,1.07
39,Female,Australia,Student,Divorced,1.58,8.78,2.78,6.68,4.13,Facebook,2.7,PC,50.01,Unlimited,9,Low,3,5.65,2,5,0.67,817.58,250.32,1,News,Entertainment,Netflix,2.28,0.5
25,Male,India,Professional,Widowed,7.83,3.19,2.86,5.28,2.77,Twitter,8.56,Tablet,68.45,10GB,2,Moderate,4,5.2,4,7,1.55,9094.2,146.52,1,News,News,YouTube,1.22,2.43
59,Female,Canada,Professional,Single,6.88,1.86,1.83,5.94,4.64,Twitter,10.4,Tablet,80.11,10GB,8,High,2,7.55,8,8,2.25,3968.68,346.57,4,News,News,Spotify,2.04,0.22
32,Male,USA,Student,Single,7.6,8.58,4.29,2.5,0.89,Twitter,7.57,Tablet,45.65,Unlimited,6,Moderate,2,6.96,6,6,0.84,7956.34,119.13,3,Short Videos,News,Amazon Prime,3.78,0.12
41,Male,Canada,Retired,Divorced,6.67,2.23,1.03,4.81,0.07,Twitter,6.44,Smartphone,9.56,50GB,6,Low,7,6.57,3,1,1.29,7540.98,260.69,3,News,Networking,YouTube,0.29,2.01
60,Male,USA,Student,Widowed,1.73,5.98,3.6,0.81,2.88,Instagram,2.04,Tablet,66.51,Unlimited,6,Low,1,7.55,8,1,2.4,6732.06,166.45,4,Series,Education,Netflix,3.02,1.3
45,Male,Canada,Unemployed,Divorced,2.47,3.86,2.45,5.32,3.68,Instagram,6.55,Smartphone,18.59,Unlimited,9,Low,7,5.8,5,5,0.76,7333.68,226.28,5,Movies,News,Amazon Prime,3.53,0.1
19,Other,UK,Professional,Widowed,1.94,9.68,3.29,4.19,4.86,Facebook,8.59,Tablet,60.05,10GB,1,High,5,4.38,4,1,0.44,5590.96,136.65,3,Movies,News,YouTube,0.79,0.42
61,Female,UK,Student,Married,3.88,9.95,4.03,3.11,0.3,YouTube,5.59,Tablet,82.65,Unlimited,9,Moderate,1,8.09,9,9,3.0,1130.29,129.35,2,News,Networking,YouTube,0.74,0.69
45,Female,UK,Retired,Divorced,1.16,1.47,3.58,3.85,1.38,YouTube,8.68,Smartphone,74.51,10GB,9,Moderate,9,4.75,8,3,2.53,3945.61,41.09,1,News,Networking,Netflix,2.18,1.42
30,Other,UK,Unemployed,Widowed,6.51,7.58,0.64,4.32,3.04,Instagram,2.57,PC,77.49,Unlimited,7,Moderate,5,8.97,7,1,0.25,3587.65,185.46,0,Movies,Entertainment,Amazon Prime,2.66,2.35
20,Male,India,Professional,Divorced,5.4,8.74,3.74,2.61,1.09,Facebook,11.07,PC,22.59,10GB,7,Moderate,6,5.67,3,7,1.54,3053.67,270.97,4,News,Education,Spotify,1.24,1.37
54,Female,UK,Student,Divorced,2.64,6.89,0.32,4.02,4.13,Facebook,9.3,PC,20.83,Unlimited,3,Low,7,4.59,5,5,2.04,7321.63,471.96,3,Movies,Networking,YouTube,2.2,0.05
45,Female,India,Retired,Divorced,4.03,9.44,4.75,2.89,3.66,Instagram,8.99,Smartphone,15.22,50GB,7,Moderate,9,8.55,8,5,1.43,918.87,335.34,1,Series,News,Netflix,4.0,1.95
40,Other,Germany,Unemployed,Single,3.4,0.71,4.52,3.3,4.29,Twitter,7.55,Smartphone,18.32,Unlimited,9,High,9,6.89,7,5,2.49,6511.29,60.82,5,Short Videos,Entertainment,Netflix,3.82,0.85
59,Female,Germany,Unemployed,Single,5.94,6.89,1.67,4.84,4.48,Facebook,7.98,Smartphone,33.53,Unlimited,4,High,4,4.7,7,1,2.08,5662.51,74.81,0,Short Videos,Entertainment,YouTube,3.04,1.59
54,Male,USA,Student,Widowed,1.48,9.67,1.34,6.35,0.92,Instagram,4.36,Tablet,73.11,10GB,7,Low,7,6.18,2,1,1.14,2433.97,11.76,1,Movies,Education,Netflix,2.67,0.36
20,Female,Germany,Student,Divorced,7.37,6.24,3.27,1.72,3.18,Instagram,6.76,PC,17.09,50GB,2,Low,8,4.29,9,4,2.01,3063.77,29.38,4,Movies,Entertainment,Netflix,3.13,0.62
29,Male,Canada,Retired,Married,1.63,7.3,2.9,5.06,4.64,Facebook,7.46,Smartphone,55.9,Unlimited,4,High,3,5.87,5,5,1.12,9002.7,494.79,0,Short Videos,News,Spotify,3.81,0.91
25,Other,USA,Professional,Married,4.78,8.8,1.08,5.69,4.31,Instagram,4.69,Smartphone,79.86,10GB,8,High,3,7.73,4,2,0.4,3421.21,382.88,1,Movies,News,Amazon Prime,2.33,2.61
51,Female,USA,Professional,Widowed,7.53,9.18,3.24,3.19,1.01,TikTok,2.8,Tablet,47.05,50GB,2,Low,4,6.11,3,5,2.91,1473.73,74.06,5,Movies,Entertainment,Netflix,0.03,0.8
14,Male,Germany,Retired,Single,3.71,9.56,3.77,2.26,1.19,Instagram,2.14,PC,87.32,50GB,4,Moderate,4,8.83,6,4,0.51,1698.41,428.55,1,Series,Entertainment,YouTube,2.07,1.22
42,Female,India,Student,Married,2.95,7.84,3.82,0.68,2.79,Twitter,4.3,Tablet,12.94,10GB,9,Low,5,8.39,6,6,0.03,2271.71,481.75,2,Short Videos,Networking,Netflix,3.65,2.47
52,Other,USA,Professional,Married,4.38,6.6,2.99,6.5,2.03,YouTube,2.41,Tablet,14.08,10GB,7,Moderate,5,5.32,3,7,2.86,8988.47,241.6,5,Series,Education,Spotify,3.14,1.44
58,Male,India,Professional,Married,7.86,4.99,1.54,4.39,3.71,Instagram,9.55,Smartphone,56.38,50GB,4,Moderate,4,6.89,2,5,2.87,1262.67,482.38,0,News,Education,Spotify,2.04,2.64
30,Male,India,Retired,Married,0.63,7.15,4.18,1.22,3.64,YouTube,4.49,Tablet,99.44,10GB,9,Low,2,6.84,1,5,2.24,3318.92,254.9,1,Series,Entertainment,Netflix,0.39,2.87
55,Male,Australia,Student,Married,7.18,2.95,1.25,2.94,4.14,YouTube,9.09,Tablet,29.24,10GB,2,Moderate,3,7.8,8,8,2.11,5151.2,99.04,1,Movies,Education,Spotify,3.09,0.07
18,Male,Germany,Student,Married,4.4,9.53,4.09,2.7,4.34,Twitter,9.96,PC,18.54,50GB,9,Low,6,7.95,3,3,1.67,1967.95,4.73,4,Series,News,YouTube,0.02,0.79
57,Other,Canada,Retired,Divorced,7.54,9.25,1.47,2.78,2.05,Facebook,5.39,PC,81.64,Unlimited,1,High,6,6.85,5,6,2.5,2001.93,407.4,2,Series,News,Spotify,0.69,2.72
19,Other,Germany,Unemployed,Married,7.12,4.47,4.02,6.92,1.44,Twitter,6.88,Tablet,90.23,10GB,3,Moderate,9,4.15,8,9,2.1,8682.07,177.99,3,News,News,YouTube,3.48,0.26
33,Male,USA,Retired,Widowed,2.11,5.02,0.86,5.95,0.21,Facebook,5.29,PC,53.19,10GB,5,Moderate,6,6.49,9,3,0.41,3654.64,371.14,3,News,Networking,Netflix,2.22,1.12
54,Male,Australia,Unemployed,Widowed,2.96,2.81,3.59,6.3,0.22,Facebook,2.68,Smartphone,78.22,50GB,2,Moderate,4,6.85,7,2,0.71,9699.42,288.96,3,Movies,News,Spotify,3.4,0.05
20,Female,Australia,Student,Married,5.07,3.13,2.63,4.68,4.87,TikTok,4.75,Smartphone,77.32,50GB,7,High,4,5.4,9,2,2.46,8908.04,112.55,1,Short Videos,News,Amazon Prime,0.08,2.75
24,Male,Canada,Unemployed,Married,1.1,8.47,0.55,6.31,1.15,Instagram,4.92,Tablet,74.46,10GB,6,Low,9,8.22,9,3,0.23,4018.33,471.99,5,Short Videos,News,Amazon Prime,3.47,2.69
50,Male,Australia,Professional,Married,6.35,2.67,4.13,6.1,3.98,Facebook,3.78,PC,43.44,Unlimited,5,High,6,5.73,2,5,1.47,3617.5,190.67,3,Short Videos,News,YouTube,3.12,2.35
50,Other,Australia,Student,Divorced,4.29,5.57,2.77,6.34,3.38,YouTube,9.72,Tablet,6.08,10GB,3,Low,3,6.1,7,6,0.16,9248.54,199.18,1,Short Videos,Networking,Spotify,2.56,2.77
46,Other,Canada,Unemployed,Divorced,4.52,7.11,0.62,2.99,3.72,Instagram,4.1,PC,99.85,Unlimited,9,High,3,4.15,7,2,0.14,2328.87,118.96,1,News,Networking,Netflix,1.28,0.74
49,Male,Germany,Student,Single,5.26,3.13,2.76,3.21,2.11,TikTok,8.26,Smartphone,59.37,Unlimited,8,Low,5,6.57,2,5,2.68,2550.87,136.52,2,News,Entertainment,Netflix,2.58,2.43
41,Other,UK,Unemployed,Divorced,2.6,3.94,4.33,5.63,2.66,TikTok,11.96,Smartphone,48.02,Unlimited,4,High,1,7.05,9,1,0.24,5338.56,52.6,4,Short Videos,Education,Spotify,1.14,1.05
26,Male,Germany,Student,Divorced,6.51,7.58,4.05,5.98,4.28,Twitter,9.59,Tablet,12.81,Unlimited,2,Moderate,3,8.11,6,1,0.75,2672.81,298.15,5,News,Networking,Amazon Prime,3.17,2.13
30,Other,UK,Unemployed,Married,7.63,7.58,2.5,5.71,2.26,YouTube,10.8,Tablet,36.45,50GB,7,High,8,4.88,2,6,2.45,3142.69,217.06,0,Series,Education,Amazon Prime,0.46,0.35
22,Male,Germany,Unemployed,Married,3.42,4.39,1.35,4.59,2.63,TikTok,11.59,Tablet,8.19,Unlimited,9,Low,7,5.67,1,2,2.56,5357.73,462.0,3,Series,Entertainment,Amazon Prime,3.46,0.49
60,Other,Germany,Retired,Widowed,3.64,9.63,4.01,6.07,4.02,Instagram,8.59,Tablet,43.37,10GB,6,Low,5,4.16,9,9,2.12,1834.05,448.86,2,Short Videos,News,Spotify,0.58,1.19
43,Female,Australia,Student,Divorced,4.29,1.6,1.23,3.32,3.11,Facebook,8.03,PC,92.96,10GB,6,Moderate,3,8.76,6,4,0.3,9480.39,3.7,3,Short Videos,Entertainment,Amazon Prime,0.53,0.45
33,Female,India,Student,Single,4.34,0.96,1.45,0.93,4.76,TikTok,6.68,Tablet,70.19,Unlimited,5,Low,6,6.43,5,8,1.03,786.35,100.35,4,News,Networking,Netflix,3.65,0.92
37,Female,UK,Professional,Married,6.44,0.71,2.12,5.55,2.51,YouTube,11.0,PC,36.75,10GB,1,Low,8,7.09,5,8,1.5,1734.53,110.92,3,Movies,Education,Spotify,1.95,2.17
62,Other,Australia,Professional,Widowed,2.98,9.88,4.46,6.64,1.1,Facebook,10.45,Tablet,88.14,Unlimited,5,Moderate,7,7.52,5,1,1.52,5250.8,140.73,2,News,Entertainment,Netflix,1.76,1.1
20,Female,Germany,Unemployed,Widowed,7.42,7.13,4.57,4.5,3.03,TikTok,11.58,Smartphone,54.27,Unlimited,3,High,6,7.14,4,3,2.6,536.92,359.21,3,Series,Networking,Spotify,0.27,0.98
43,Female,India,Student,Divorced,5.44,7.8,4.22,3.12,1.49,Twitter,7.16,PC,6.97,Unlimited,4,Moderate,6,7.27,8,1,0.76,8484.74,384.64,4,Short Videos,News,Netflix,2.37,0.61
39,Female,Germany,Retired,Single,2.59,6.03,3.61,0.76,4.61,Twitter,2.77,Smartphone,20.14,Unlimited,7,Moderate,6,7.03,7,7,2.87,4432.19,240.75,0,News,Entertainment,Spotify,3.12,1.62
44,Male,UK,Retired,Widowed,7.18,8.61,4.28,3.26,1.92,Instagram,3.4,Smartphone,50.91,Unlimited,6,High,8,7.93,4,1,0.05,7478.1,354.89,1,Movies,Networking,Netflix,1.75,2.61
13,Male,USA,Unemployed,Married,3.69,2.95,0.69,5.85,1.71,Instagram,3.48,PC,73.26,Unlimited,1,High,7,4.87,7,1,1.82,2889.44,194.22,4,Series,Networking,Netflix,1.47,1.2
